#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
1403636682113555456,-8.280658610402365838e+00,7.285097010395046091e+00,-1.172218509270874787e+00,5.723509169488085746e-01,1.821441807234669696e-01,-7.896442218856746242e-01,1.252993541044899184e-01
1403636682163555584,-8.256701340863417116e+00,7.256149297286135891e+00,-1.161532339580011230e+00,5.715971690569470187e-01,1.818322186031435250e-01,-7.900398421380488978e-01,1.266916273414674943e-01
1403636682213555456,-8.231996739185195366e+00,7.225978855525886146e+00,-1.152832741700343222e+00,5.690291815166986789e-01,1.817580702757979338e-01,-7.917891273015228437e-01,1.274353654177164952e-01
1403636682263555584,-8.207330888162459814e+00,7.195958460380876609e+00,-1.146247979193417921e+00,5.655459468824705072e-01,1.811011405371367455e-01,-7.942608284435938026e-01,1.284908372649746222e-01
1403636682313555456,-8.182169989588331305e+00,7.166272043641353839e+00,-1.142195404423934857e+00,5.607282620789656447e-01,1.814878326084726212e-01,-7.976853707477453703e-01,1.278437797314122271e-01
1403636682363555584,-8.156296623529739165e+00,7.136057100166512512e+00,-1.137352203327687938e+00,5.556401368608362423e-01,1.811117228647658173e-01,-8.013349194541237175e-01,1.277690456005703967e-01
1403636682413555456,-8.132393268880939274e+00,7.105720716657770275e+00,-1.135568643423820578e+00,5.530499891951473623e-01,1.807992494906756897e-01,-8.032487320207920556e-01,1.274316104498623148e-01
1403636682463555584,-8.109198986587310642e+00,7.075341712993280296e+00,-1.133909241939793811e+00,5.547001310321617584e-01,1.801859923969424959e-01,-8.022721947164355161e-01,1.272796070142636071e-01
1403636682513555456,-8.085512815905705253e+00,7.045888643023704212e+00,-1.131498747054861864e+00,5.584008446037794782e-01,1.802059342970495082e-01,-7.999409072551300071e-01,1.257333006396983144e-01
1403636682563555584,-8.062451263882165264e+00,7.016032371580418037e+00,-1.130854608597470889e+00,5.622942049265161613e-01,1.802217307972505955e-01,-7.974561566035883731e-01,1.241331267210075279e-01
1403636682613555456,-8.040125838919520262e+00,6.986682264404071141e+00,-1.131747121666925038e+00,5.658680790823563678e-01,1.804735054893187862e-01,-7.950770496274452981e-01,1.227807641601799116e-01
1403636682663555584,-8.017498139754406949e+00,6.957557950557138327e+00,-1.132340748823089882e+00,5.688480236021097314e-01,1.798939371803530973e-01,-7.932358908985135404e-01,1.217658359317857764e-01
1403636682713555456,-7.995867704015160449e+00,6.929076131692365692e+00,-1.133878025838896075e+00,5.706857010859170964e-01,1.784616715765759976e-01,-7.920717813498597826e-01,1.228476924627795869e-01
1403636682763555584,-7.971959676060754063e+00,6.899191351443606735e+00,-1.134316654362641730e+00,5.725931721877735026e-01,1.766054726689203214e-01,-7.909830212486547163e-01,1.236665932403752388e-01
1403636682813555456,-7.947781890767248392e+00,6.869481417871799778e+00,-1.132879254742896968e+00,5.746483853237982498e-01,1.752768162267467622e-01,-7.897845597552773933e-01,1.236835482605896236e-01
1403636682863555584,-7.922485696858305282e+00,6.840082640880766007e+00,-1.129320678469172279e+00,5.762106089823453292e-01,1.758053891490514165e-01,-7.888196441745443099e-01,1.218087361673653723e-01
1403636682913555456,-7.897279927174455594e+00,6.811347002330419897e+00,-1.124768027912363966e+00,5.768362512455759150e-01,1.764036250346536772e-01,-7.887006400386304961e-01,1.187139449527254004e-01
1403636682963555584,-7.871429556146908091e+00,6.783348989379246241e+00,-1.119308840537720062e+00,5.773529878761149980e-01,1.775067046847850771e-01,-7.884346227271854524e-01,1.163002272891672240e-01
1403636683013555456,-7.844903020083942913e+00,6.755129220529691558e+00,-1.112985633062016255e+00,5.774576710829687487e-01,1.792624964003460830e-01,-7.883831532372974626e-01,1.134001727660316344e-01
1403636683063555584,-7.818097201045142164e+00,6.726712409553559979e+00,-1.107216363554240468e+00,5.785130003654354036e-01,1.790369622360529767e-01,-7.876746658520781263e-01,1.133009061582703064e-01
1403636683113555456,-7.790950573273841329e+00,6.698686474568236626e+00,-1.104168875785525472e+00,5.776232319490082201e-01,1.791151364712603999e-01,-7.882364450492999053e-01,1.138089473446884936e-01
1403636683163555584,-7.762428267716750874e+00,6.669125469027542330e+00,-1.101075735374810849e+00,5.767203252335876273e-01,1.782808505635808394e-01,-7.888224797639846742e-01,1.156230954601596417e-01
1403636683213555456,-7.733107279992695204e+00,6.638976498963413242e+00,-1.099931507262830399e+00,5.750150093447649047e-01,1.775688576292072662e-01,-7.899549416617352993e-01,1.174658672666355624e-01
1403636683263555584,-7.703815235440565345e+00,6.608793676414757456e+00,-1.101039643456908079e+00,5.742488670547587493e-01,1.771715214995837062e-01,-7.903989215752421638e-01,1.188193394550860621e-01
1403636683313555456,-7.673472826907286937e+00,6.578990415456892116e+00,-1.102214700096610489e+00,5.734108579757277724e-01,1.769088437806213554e-01,-7.907636816074331554e-01,1.208141084410331162e-01
1403636683363555584,-7.642170264408309599e+00,6.548265554083823936e+00,-1.104297956753071297e+00,5.725992434031285105e-01,1.767270250819769906e-01,-7.911543381806794839e-01,1.223620784300849806e-01
1403636683413555456,-7.610807356145873115e+00,6.517036517092983594e+00,-1.108439407671283128e+00,5.722307872301217735e-01,1.769445570250931798e-01,-7.911894207368358467e-01,1.235388618989945869e-01
1403636683463555584,-7.579034096425425915e+00,6.487362255259199628e+00,-1.112692129370597360e+00,5.712721220173427872e-01,1.771328332816489159e-01,-7.915813711734115410e-01,1.251840836154480274e-01
1403636683513555456,-7.547689615472537916e+00,6.457809188722412941e+00,-1.118398830985616987e+00,5.712334340873399530e-01,1.777749185619552919e-01,-7.914425830863400790e-01,1.253278891097131531e-01
1403636683563555584,-7.516224840715795885e+00,6.428547769831216563e+00,-1.126178924692534222e+00,5.711427041684531414e-01,1.778479946447941440e-01,-7.913492023174566459e-01,1.262241746556378441e-01
1403636683613555456,-7.484360047319232656e+00,6.399308682661660974e+00,-1.133870350751282841e+00,5.697224426243674422e-01,1.784363427640751065e-01,-7.922144643092803307e-01,1.263845421333870955e-01
1403636683663555584,-7.452013942064847463e+00,6.370819388443656806e+00,-1.142634695031336634e+00,5.677217323368927149e-01,1.786683846087479821e-01,-7.934638997907492719e-01,1.272190343563173454e-01
1403636683713555456,-7.419788201553948248e+00,6.342634912330064267e+00,-1.151724782608509523e+00,5.654755359049294938e-01,1.792605413150143712e-01,-7.948831542986436460e-01,1.275297911576728505e-01
1403636683763555584,-7.387796722383883186e+00,6.314184198926816372e+00,-1.160154830191674646e+00,5.631165036589053097e-01,1.787997851235848257e-01,-7.964389834951906000e-01,1.289006815958620433e-01
1403636683813555456,-7.356980377529291459e+00,6.283860475796173795e+00,-1.166065169113374544e+00,5.604756044257900305e-01,1.797464803721734172e-01,-7.981638968294340053e-01,1.284238818733258458e-01
1403636683863555584,-7.325570614959930893e+00,6.255380948714368117e+00,-1.170382716318456584e+00,5.581570402339024461e-01,1.790642026803390963e-01,-7.995489446637646935e-01,1.308365959616982765e-01
1403636683913555456,-7.295089208274238679e+00,6.227987735339737263e+00,-1.172286530861097242e+00,5.578526338236621251e-01,1.809094166101481160e-01,-7.995559491880130931e-01,1.295473119591236399e-01
1403636683963555584,-7.264813820479136375e+00,6.199749589099240232e+00,-1.170934341601280737e+00,5.577824605995168605e-01,1.809060552034922331e-01,-7.994162867408320938e-01,1.307108500919464678e-01
1403636684013555456,-7.234916193471098822e+00,6.172533703560785234e+00,-1.168017634201489630e+00,5.591862376228697862e-01,1.810462348913248476e-01,-7.982012511685419032e-01,1.319385277992335403e-01
1403636684063555584,-7.205498490059720318e+00,6.145288535526751694e+00,-1.163854525887553004e+00,5.608694920370763670e-01,1.815848989845822714e-01,-7.967665114574079555e-01,1.327232593889373646e-01
1403636684113555456,-7.175949302896596826e+00,6.118829899118105153e+00,-1.157365710898814681e+00,5.620559815489630795e-01,1.824455818437768495e-01,-7.956455318869887217e-01,1.332474046988849636e-01
1403636684163555584,-7.147245379431802270e+00,6.093231740120261364e+00,-1.150519058933314520e+00,5.627397898820993838e-01,1.832521928973495640e-01,-7.948252177675624308e-01,1.341470681100051798e-01
1403636684213555456,-7.117969751894114516e+00,6.066612165796021472e+00,-1.141495111751910763e+00,5.637518424253020743e-01,1.836216332984277333e-01,-7.938273329079367224e-01,1.352964207773697247e-01
1403636684263555584,-7.089349265001522404e+00,6.040156226385374083e+00,-1.131394372349890265e+00,5.648105094749649169e-01,1.838616537480221302e-01,-7.927686190674132494e-01,1.367548803137195179e-01
1403636684313555456,-7.059121896900671267e+00,6.012640313174875573e+00,-1.120194695244135730e+00,5.665454003693820573e-01,1.846507273495025248e-01,-7.913315913883999242e-01,1.368383377577304105e-01
1403636684363555584,-7.030076309811975399e+00,5.987478569491751834e+00,-1.110778144429240166e+00,5.679299232406957998e-01,1.850348140546089759e-01,-7.901029887358905768e-01,1.376771116279211227e-01
1403636684413555456,-7.001060248803832486e+00,5.962402736390684410e+00,-1.103493297490622194e+00,5.688979793454260747e-01,1.855327544737159773e-01,-7.891976512639040653e-01,1.382018572727024275e-01
1403636684463555584,-6.972721842975431628e+00,5.937983387449097705e+00,-1.097874057347850485e+00,5.690769050224394610e-01,1.851354485759608148e-01,-7.888907098778598082e-01,1.397418681679397645e-01
1403636684513555456,-6.945874866577730344e+00,5.915942714348553011e+00,-1.094717307300939524e+00,5.689651382948925917e-01,1.840063149745388704e-01,-7.886579498060694027e-01,1.429649805450691202e-01
1403636684563555584,-6.916365065590087013e+00,5.891744225930696466e+00,-1.092995523124345558e+00,5.697906948946772632e-01,1.831591408308826108e-01,-7.879523890481772153e-01,1.446455175067789534e-01
1403636684613555456,-6.886304280670856315e+00,5.868851789694785381e+00,-1.092254525847440316e+00,5.698825240965391670e-01,1.821846513030206394e-01,-7.877256603549827041e-01,1.467342685852931206e-01
1403636684663555584,-6.854967969299896602e+00,5.844839829331628600e+00,-1.092128027866925422e+00,5.701874308894855359e-01,1.820954628302381972e-01,-7.874004879812920299e-01,1.474042319579485505e-01
1403636684713555456,-6.824668618873761083e+00,5.823487966098608304e+00,-1.094020942251097361e+00,5.708515869617365457e-01,1.818826468679241026e-01,-7.868351671981487216e-01,1.481134298159565710e-01
1403636684763555584,-6.794625436043548738e+00,5.803643303295221934e+00,-1.097181312135824482e+00,5.712678030500552007e-01,1.822383446100778459e-01,-7.864866217448968078e-01,1.479225363777997293e-01
1403636684813555456,-6.763796103739848853e+00,5.784570294906901111e+00,-1.101978448615063444e+00,5.715687869300860591e-01,1.821465301958031802e-01,-7.862508416829837588e-01,1.481262208310826778e-01
1403636684863555584,-6.733005641215895842e+00,5.766472236438803023e+00,-1.109105059533231907e+00,5.713535409342191951e-01,1.829734264964454904e-01,-7.863989835490562408e-01,1.471478682519412606e-01
1403636684913555456,-6.702918080930231781e+00,5.750313050834574113e+00,-1.117540117985567516e+00,5.725603564935375367e-01,1.849753325950190264e-01,-7.855898581375523326e-01,1.442474932010114896e-01
1403636684963555584,-6.671821332196963716e+00,5.734272443316578816e+00,-1.124797297308900212e+00,5.725100260286173359e-01,1.883821096836439946e-01,-7.857105804132300531e-01,1.392958530414902252e-01
1403636685013555456,-6.640131731205818788e+00,5.718407064087879910e+00,-1.130867606492916400e+00,5.723086623217731317e-01,1.901971553711403751e-01,-7.860452595415446941e-01,1.357228318023715741e-01
1403636685063555584,-6.608235694655334669e+00,5.702057976864265854e+00,-1.134719939766419383e+00,5.719176355585515736e-01,1.912734929436473996e-01,-7.864960610609971203e-01,1.332239279175800595e-01
1403636685113555456,-6.575775880899158210e+00,5.685559222375536237e+00,-1.137431352403134088e+00,5.707853046038915412e-01,1.914831605134823811e-01,-7.875151331036251978e-01,1.317507131699493517e-01
1403636685163555584,-6.542085807163080524e+00,5.669106709876646555e+00,-1.139119443562742973e+00,5.687683434904738933e-01,1.904898360345379793e-01,-7.892350210219034601e-01,1.316217132664397049e-01
1403636685213555456,-6.508892082953258829e+00,5.653774253937481120e+00,-1.137864309484066805e+00,5.672691317174364256e-01,1.912648324322399618e-01,-7.906427023854921687e-01,1.284819568646859700e-01
1403636685263555584,-6.475896291231099333e+00,5.638395505762940019e+00,-1.135332902794316867e+00,5.661351018077108721e-01,1.920621611466756529e-01,-7.918001572522865850e-01,1.251226747320231536e-01
1403636685313555456,-6.442123863717347909e+00,5.621944804179467070e+00,-1.131710941033104989e+00,5.654840035266831544e-01,1.923357860944069631e-01,-7.926296758599223891e-01,1.223641454392387085e-01
1403636685363555584,-6.407820253143142963e+00,5.605273508711957398e+00,-1.127091177717301163e+00,5.653320444219154250e-01,1.922880151636572887e-01,-7.930406697882761424e-01,1.204636660405168369e-01
1403636685413555456,-6.373404935907029945e+00,5.586926656003068814e+00,-1.123372361347167336e+00,5.655852737305042677e-01,1.908190493321580139e-01,-7.932652426421983316e-01,1.201317750096795173e-01
1403636685463555584,-6.340051333647975795e+00,5.569704573046038831e+00,-1.120183776288791622e+00,5.650993637124017699e-01,1.888928031085825299e-01,-7.939242627895812809e-01,1.211052559538220580e-01
1403636685513555456,-6.305877507593002917e+00,5.550765532359316801e+00,-1.118335625296277058e+00,5.650079684672028035e-01,1.870304646174668906e-01,-7.942836696532448171e-01,1.220616770149995922e-01
1403636685563555584,-6.271982394048689180e+00,5.531198422246683677e+00,-1.117378560863138581e+00,5.642931396715221704e-01,1.856739588305862665e-01,-7.950422476865269816e-01,1.225000323485211096e-01
1403636685613555456,-6.237534305605525020e+00,5.512526228423192620e+00,-1.118471723273889440e+00,5.644952824158211424e-01,1.837689475076674794e-01,-7.950950267778107428e-01,1.240884702758442981e-01
1403636685663555584,-6.203289795145564334e+00,5.493332541844124783e+00,-1.120952428450571858e+00,5.652811617135971023e-01,1.836768952204224647e-01,-7.947200936803605620e-01,1.230446222904158365e-01
1403636685713555456,-6.169234708753539742e+00,5.474141187944026044e+00,-1.123857876607889050e+00,5.661410619917399689e-01,1.839496168287158839e-01,-7.941772838638544441e-01,1.221854254404522999e-01
1403636685763555584,-6.135436774266981530e+00,5.454775188320929225e+00,-1.128612697127482134e+00,5.667525024765991404e-01,1.843690243528161299e-01,-7.937527948503686481e-01,1.214749540560999541e-01
1403636685813555456,-6.101682163736573905e+00,5.433806863288022981e+00,-1.135157078086964866e+00,5.683645771222604060e-01,1.854891685587067296e-01,-7.926675893999882705e-01,1.193045201777607478e-01
1403636685863555584,-6.067766423020573008e+00,5.414281725901227027e+00,-1.142106976215081504e+00,5.696419531966879779e-01,1.865607922857472067e-01,-7.917347893885230414e-01,1.177248453466290257e-01
1403636685913555456,-6.033150535096725164e+00,5.394546728469817864e+00,-1.148416010247080177e+00,5.691083467558880615e-01,1.858977702490172135e-01,-7.921231526917174026e-01,1.187376083596004273e-01
1403636685963555584,-5.999798252760182748e+00,5.376382878299938106e+00,-1.157076971324291659e+00,5.678205091474007871e-01,1.844834116951258873e-01,-7.929545789136452916e-01,1.215268529206483678e-01
1403636686013555456,-5.964697112128846790e+00,5.355737401279242249e+00,-1.165911687648633288e+00,5.659145049800858862e-01,1.830500289679571901e-01,-7.942862830987467149e-01,1.238658969577667579e-01
1403636686063555584,-5.929726596052938170e+00,5.334605439051290254e+00,-1.173070286893025838e+00,5.633466950055571187e-01,1.816960360994055723e-01,-7.959955856998113255e-01,1.265625506952738621e-01
1403636686113555456,-5.894398975791661499e+00,5.312467547831134951e+00,-1.179079194292038224e+00,5.616495862968442498e-01,1.804212340500525313e-01,-7.971954107658704158e-01,1.283643157979477978e-01
1403636686163555584,-5.860433235312822120e+00,5.286900412948877914e+00,-1.183035842212118993e+00,5.619244556417326564e-01,1.797629220143443507e-01,-7.971248100481841403e-01,1.285232867081045616e-01
1403636686213555456,-5.826667480138748800e+00,5.266399702945995465e+00,-1.184462012639462269e+00,5.610267465647523766e-01,1.790176101543685672e-01,-7.978279388535516325e-01,1.291211248335494832e-01
1403636686263555584,-5.793558408975040486e+00,5.246968427001763580e+00,-1.184431170452034277e+00,5.599274639358157168e-01,1.781654341698419575e-01,-7.986301455726440013e-01,1.301084308570935044e-01
1403636686313555456,-5.761561142894044529e+00,5.227906234271734398e+00,-1.182113640109574426e+00,5.588304926145092333e-01,1.776487953137274589e-01,-7.994510849435351174e-01,1.304888839342691620e-01
1403636686363555584,-5.728005235650103444e+00,5.206986890289139858e+00,-1.179032850760851847e+00,5.580773422386836602e-01,1.771973059876240097e-01,-7.999772892271810321e-01,1.310997008054054225e-01
1403636686413555456,-5.696136734014232594e+00,5.186529932585647096e+00,-1.174914301447482767e+00,5.572196999973423326e-01,1.772807546720490679e-01,-8.006622725287122488e-01,1.304517738742521082e-01
1403636686463555584,-5.664611723850993208e+00,5.166934042580341391e+00,-1.171810202928310840e+00,5.559192395084554539e-01,1.771468572276808651e-01,-8.015396394305955852e-01,1.307937175103108252e-01
1403636686513555456,-5.632999448116775554e+00,5.148969879868815269e+00,-1.170480410170682051e+00,5.545953624752780753e-01,1.769536884354919459e-01,-8.023787054157272003e-01,1.315286629042187738e-01
1403636686563555584,-5.601583918168769216e+00,5.128140103785404413e+00,-1.169468691374365710e+00,5.545550697428618392e-01,1.774125520034265657e-01,-8.024173269076601001e-01,1.308430146873974798e-01
1403636686613555456,-5.572096350675278309e+00,5.108167880577777709e+00,-1.169814793497653715e+00,5.541984022288803935e-01,1.786996708914115883e-01,-8.025182201941057913e-01,1.299810172553749754e-01
1403636686663555584,-5.544238366616603741e+00,5.088742633787084912e+00,-1.172743090993548121e+00,5.544785241347615079e-01,1.789604915819968667e-01,-8.023481840262145504e-01,1.294762538688175313e-01
1403636686713555456,-5.517236972092194769e+00,5.069611312493726984e+00,-1.176096839924745341e+00,5.546600337330355179e-01,1.790273406874103579e-01,-8.021470217665148672e-01,1.298522765944910562e-01
1403636686763555584,-5.490387770037099990e+00,5.050545859304553353e+00,-1.179498497199158225e+00,5.559287105263922557e-01,1.789882040535127894e-01,-8.011497991932802210e-01,1.306349527298403534e-01
1403636686813555456,-5.464574645791052454e+00,5.031562686062949652e+00,-1.182324178174210427e+00,5.573743114697385925e-01,1.788968711586450822e-01,-8.001268837560610026e-01,1.308692335657885564e-01
1403636686863555584,-5.437769273286204630e+00,5.013118743705909708e+00,-1.184093522169066270e+00,5.583144228690881672e-01,1.786446208301052663e-01,-7.993118411747534013e-01,1.321805024300136688e-01
1403636686913555456,-5.411894545145728763e+00,4.993995815386932158e+00,-1.183910672532998198e+00,5.592543103262154203e-01,1.781955865476485545e-01,-7.985701256645822976e-01,1.332917991196089502e-01
1403636686963555584,-5.387128854188360627e+00,4.975095935286377724e+00,-1.182255920818528150e+00,5.599869474597338748e-01,1.779945927354754931e-01,-7.979641285506130499e-01,1.341111224996727191e-01
1403636687013555456,-5.363835141560131525e+00,4.957443951003712712e+00,-1.178865579109634520e+00,5.607498186508361737e-01,1.778409965420267025e-01,-7.973213887539638556e-01,1.349474855914093441e-01
1403636687063555584,-5.339801020193334580e+00,4.939594887668784295e+00,-1.173893595454682082e+00,5.608928415056307903e-01,1.772227797446390418e-01,-7.972205192891168579e-01,1.357598994980244167e-01
1403636687113555456,-5.316287697516241195e+00,4.922379656142527260e+00,-1.167564635368559367e+00,5.608531946211520181e-01,1.773994747685682105e-01,-7.971403333846962536e-01,1.361631716963872807e-01
1403636687163555584,-5.292804544263717936e+00,4.905212553256408370e+00,-1.161386820097955130e+00,5.611364466256832939e-01,1.777531098170144208e-01,-7.968342820438344409e-01,1.363262527115344791e-01
1403636687213555456,-5.271053567972811216e+00,4.891170070356935184e+00,-1.154858718559028441e+00,5.622913575560629651e-01,1.778704293777930989e-01,-7.959742923442563178e-01,1.364385044544971781e-01
1403636687263555584,-5.248588668572161886e+00,4.875341464370137601e+00,-1.149893153708266835e+00,5.625662316307880051e-01,1.784057936079416484e-01,-7.956579219240274004e-01,1.364517464724936402e-01
1403636687313555456,-5.225103281102819963e+00,4.859208784654371449e+00,-1.146751336734853410e+00,5.632328454012056618e-01,1.786834992575054293e-01,-7.950991836279096558e-01,1.365952310609213627e-01
1403636687363555584,-5.202878319607349589e+00,4.842973000067519074e+00,-1.145364608137798612e+00,5.647464449044278245e-01,1.792050834523673530e-01,-7.940282950432472342e-01,1.358898734393187147e-01
1403636687413555456,-5.179727754040021281e+00,4.826871765120586133e+00,-1.145064456321969626e+00,5.658250770668502572e-01,1.799302646887921686e-01,-7.931552000926007651e-01,1.355430211312287081e-01
1403636687463555584,-5.157355635219732726e+00,4.810911006952841795e+00,-1.147324685361891028e+00,5.666129879855472673e-01,1.801905021225919390e-01,-7.925462593230144792e-01,1.354678250508054016e-01
1403636687513555456,-5.134198281826773957e+00,4.794801685974425354e+00,-1.151045430309418638e+00,5.670729775035259213e-01,1.801023147102735755e-01,-7.922066159958225384e-01,1.356468650346716320e-01
1403636687563555584,-5.111734915319270378e+00,4.779202547664924694e+00,-1.155769781414886843e+00,5.666842798965262551e-01,1.795629817220039670e-01,-7.923802071203770447e-01,1.369659442238370384e-01
1403636687613555456,-5.089394712229930562e+00,4.764510540069474942e+00,-1.161915667401059116e+00,5.675103742245558580e-01,1.791459532308825042e-01,-7.916746271551641234e-01,1.381665202110652635e-01
1403636687663555584,-5.067150940935754022e+00,4.749667533696988464e+00,-1.170457929480472004e+00,5.673471337906998979e-01,1.789308541925632157e-01,-7.916679742244929763e-01,1.391502705160332920e-01
1403636687713555456,-5.044162789284976967e+00,4.735573077417863708e+00,-1.179883567309768067e+00,5.683186779838631519e-01,1.781988361099890450e-01,-7.908704847710983366e-01,1.406518090237285079e-01
1403636687763555584,-5.021524473033850633e+00,4.722025511864043956e+00,-1.191574790614362334e+00,5.678482809685728716e-01,1.782521864468785411e-01,-7.910982513361450863e-01,1.412021407799373129e-01
1403636687813555456,-4.999049402625604266e+00,4.709186143097641164e+00,-1.204441769413312269e+00,5.678411510114321770e-01,1.787526813494938194e-01,-7.910818513727989609e-01,1.406890562800217070e-01
1403636687863555584,-4.976420568326028082e+00,4.696738219315269802e+00,-1.218817737098186305e+00,5.675515173056412399e-01,1.789775651167838932e-01,-7.912533450103009791e-01,1.406074336546311587e-01
1403636687913555456,-4.955464135428736761e+00,4.686038497705706796e+00,-1.234894826720909444e+00,5.674146496097440817e-01,1.799157585964978046e-01,-7.913338473290650876e-01,1.395051156347968668e-01
1403636687963555584,-4.932553559950972222e+00,4.674868822212467911e+00,-1.250923844900777571e+00,5.675305611199549238e-01,1.816975087052388194e-01,-7.912357998656878166e-01,1.372624731530221465e-01
1403636688013555456,-4.910017661112071607e+00,4.663544493677540537e+00,-1.268106501264312014e+00,5.680706996179478718e-01,1.827594273805328018e-01,-7.908781376823651454e-01,1.356703478111147554e-01
1403636688063555584,-4.886510221146951771e+00,4.651361311121134712e+00,-1.285889121210141983e+00,5.685290669919313977e-01,1.852185938475081339e-01,-7.905305150774466494e-01,1.324019531948934514e-01
1403636688113555456,-4.863921841663096934e+00,4.640830878449394348e+00,-1.302097219643084891e+00,5.687655873405446094e-01,1.867271514220243123e-01,-7.903966913829524321e-01,1.300451761114724825e-01
1403636688163555584,-4.841033318537943053e+00,4.630373265646172243e+00,-1.317093381771346605e+00,5.685618509183933966e-01,1.873074867678741762e-01,-7.905109933799513433e-01,1.294051638320356523e-01
1403636688213555456,-4.817377458595724526e+00,4.619006632278389368e+00,-1.330761324050493410e+00,5.683383307709130028e-01,1.872366414942910340e-01,-7.906871324871154183e-01,1.294134474379438626e-01
1403636688263555584,-4.793594453567910030e+00,4.607222302758414045e+00,-1.341832153576575815e+00,5.686998733596838607e-01,1.864244994537965494e-01,-7.904094528239881123e-01,1.306876311307420269e-01
1403636688313555456,-4.769576116852433323e+00,4.594966754256483377e+00,-1.352261534785356600e+00,5.675586861706728437e-01,1.849477753493924959e-01,-7.912232559106665564e-01,1.328051860871949652e-01
1403636688363555584,-4.745780770497928458e+00,4.583605188528275143e+00,-1.361808199384164864e+00,5.669486550018344451e-01,1.835733544723359978e-01,-7.916296689070836390e-01,1.348796256869290444e-01
1403636688413555456,-4.720942740481302025e+00,4.569162644179164623e+00,-1.371851733237482440e+00,5.656895893930088404e-01,1.834203401431623304e-01,-7.925420357452643838e-01,1.350162540247946963e-01
1403636688463555584,-4.696842269328276309e+00,4.558641960669367776e+00,-1.382187731144699061e+00,5.661095102089870323e-01,1.841758794606898619e-01,-7.923170942038336717e-01,1.335398446465153044e-01
1403636688513555456,-4.672959061354468702e+00,4.547585472522626127e+00,-1.393797237456185334e+00,5.659518495339116440e-01,1.859858160863958054e-01,-7.924048293374055252e-01,1.311577930074278586e-01
1403636688563555584,-4.648582421706795920e+00,4.536697310304965036e+00,-1.407283967774181299e+00,5.663282970613847667e-01,1.886034755585536404e-01,-7.921650098911939830e-01,1.271832774340659056e-01
1403636688613555456,-4.625132761092291211e+00,4.526638552532173954e+00,-1.421309981237298459e+00,5.662914022691986071e-01,1.916238174351006796e-01,-7.920829661769598351e-01,1.232839608379500407e-01
1403636688663555584,-4.600425644845551609e+00,4.514516007729218572e+00,-1.435781251505095168e+00,5.665387564429208433e-01,1.935880823560506558e-01,-7.917763439337351938e-01,1.210277365100389940e-01
1403636688713555456,-4.576093270779235667e+00,4.502220857703352230e+00,-1.451612115417205695e+00,5.667950375799478691e-01,1.948103920323172311e-01,-7.914211807577820057e-01,1.201865682134180685e-01
1403636688763555584,-4.549437247381511007e+00,4.487228679687842892e+00,-1.468675982286546500e+00,5.663116836817562172e-01,1.962038976226730957e-01,-7.914955979571517419e-01,1.197072508148818992e-01
1403636688813555456,-4.524138232626626177e+00,4.472398300315182595e+00,-1.484776146951569009e+00,5.657946360166257183e-01,1.959393131837506019e-01,-7.916094219048066538e-01,1.218143610393786630e-01
1403636688863555584,-4.499053387788234382e+00,4.456354693274336753e+00,-1.498529331624373073e+00,5.643850423154864737e-01,1.979637110404392497e-01,-7.919650055177883674e-01,1.227653174021618721e-01
1403636688913555456,-4.474222016894695564e+00,4.439385640146741530e+00,-1.510371089990374838e+00,5.625186259277132894e-01,1.994956098029287972e-01,-7.923492504924694035e-01,1.263208707925070895e-01
1403636688963555584,-4.449937074611459487e+00,4.421996385351394387e+00,-1.519439801014856428e+00,5.601889177937282582e-01,2.010471863390475289e-01,-7.930476224351542536e-01,1.297839504568772950e-01
1403636689013555456,-4.424900969901067072e+00,4.404619593326963845e+00,-1.527490156146986466e+00,5.582574660549015633e-01,2.023690590499245268e-01,-7.934482167686071064e-01,1.335488406536215755e-01
1403636689063555584,-4.400095144123910451e+00,4.386956922151711957e+00,-1.533085921123946482e+00,5.562282897081397559e-01,2.035843236250778066e-01,-7.938418429806151089e-01,1.377629893535193828e-01
1403636689113555456,-4.374662630785407735e+00,4.367235675399288475e+00,-1.537661905881740010e+00,5.540297999377897797e-01,2.046073608540152078e-01,-7.943526289988683819e-01,1.420940162984839772e-01
1403636689163555584,-4.350244590851061410e+00,4.348383781205266807e+00,-1.539947420265622702e+00,5.516179233493083700e-01,2.059390322397210704e-01,-7.950340265303690312e-01,1.456972144513148659e-01
1403636689213555456,-4.326070867502216366e+00,4.329435366969415888e+00,-1.540290494049739278e+00,5.497455340930365031e-01,2.080403665755889697e-01,-7.953911743262518375e-01,1.478239947497119178e-01
1403636689263555584,-4.302621720129391036e+00,4.310180270443964012e+00,-1.538848608043521082e+00,5.482477049667461300e-01,2.094150277887191214e-01,-7.955724532142018912e-01,1.504469069860930319e-01
1403636689313555456,-4.280172732879105268e+00,4.290016663992189727e+00,-1.535498759271294533e+00,5.464216976547856541e-01,2.111321355553379409e-01,-7.960665248676119798e-01,1.520678718635476157e-01
1403636689363555584,-4.259441848822698162e+00,4.270545763587469956e+00,-1.530040570936982869e+00,5.461879488943828242e-01,2.126200739985429633e-01,-7.955840437340533366e-01,1.533540282195851867e-01
